Шаг оригинал	Описание	Перевод шага	Перевод описания
Затем Если появилось окно диалога я нажимаю на кнопку "%1 ИмяКнопки"	Если на экране появилось диалоговое окно - нажимает на нужную кнопку.	Sau đó Nếu xuất hiện cửa sổ hộp thoại, tôi nhấn vào nút "%1 TênNút"	Nếu trên màn hình xuất hiện cửa sổ hộp thoại - nhấn vào nút cần thiết.
Затем я жду, что в сообщениях пользователю будет подстрока "%1 Нужное мне значение" в течение "%2 30" секунд	Ждет появления в сообщениях пользователю подстроки в течение нужного времени	Sau đó, tôi đợi trong các thông báo cho người sử dụng sẽ có chỉ dẫn "%1 Giá trị cần thiết cho tôi" trong vòng "%2 30" giây	Đợi xuất hiện trong các thông báo cho người sử dụng trong khoảng thời gian cần thiết
Затем я загружаю базу "%1 СтрокаСоединенияСБазой" из DT "%2 ПутьКDT"	Загружает базу из DT файла.	Sau đó, tôi kết nhập cơ sở thông tin "%1 DòngKếtNốiVớiCơSởThôngTin" từ DT "%2 ĐườngDẫnĐếnDT"	Kết nhập cơ sở thông tin từ tệp DT.
Затем я останавливаю выполнение сценария	Останавливает выполнение шагов в данном сценарии.	Sau đó, tôi ngừng thực hiện kịch bản	Dừng thực hiện các bước trong kịch bản này.
Затем я останавливаю выполнение шагов всех сценариев.	Останавливает выполнение шагов. Другие сценарии выполнятся не будут.	Sau đó, tôi ngừng thực hiện các bước của tất cả kịch bản.	Dừng thực hiện các bước. Sẽ không thực hiện các kịch bản khác.
Затем я создаю пустую базу "%1 ПараметрыСозданияБазы"	Создаёт пустую базу по указанным параметрам.	Sau đó, tôi sẽ tạo cơ sở thông tin trống "%1 ThamSốTạoCơSởThôngTin"	Sẽ tạo cơ sở thông tin trống theo các tham số đã chỉ ra.
Затем я сохраняю имя файла без расширения из переменной "%1 ПолноеИмяФайла" как "%2 ИмяФайла"	Получает имя файла без расширения из переменной, в которой хранится полный путь к файлу	Sau đó, tôi lưu tên tệp mà không có phần mở rộng từ biến "%1 TênĐầyĐủCủaTệp" như "%2 TênTệp"	Nhận tên tệp không có đuôi tệp từ biến mà trong đó sẽ lưu đường dẫn đầy đủ đến tệp
Затем я сохраняю имя файла из переменной "%1 ПолноеИмяФайла" как "%2 ИмяФайла"	Получает имя файла из переменной, в которой хранится полный путь к файлу	Sau đó, tôi lưu tên tệp từ biến "%1 TênĐầyĐủCủaTệp" như "%2 TênTệp"	Nhận tên tệp từ biến mà trong đó lưu đường dẫn đầy đủ đến tệp
И Пауза "%1 1"	Позволяет сделать паузу нужной длительности.	Và Ngừng "%1 1"	Cho phép ngừng với thời gian mong muốn.
И у поля "%1 Имя поля" я перехожу к дате "%2 08.04.1981"	Делает переход к дате в поля календаря	Và trong trường  "%1 Tên trường" tôi chuyển sang ngày "%2 08.04.1981"	Chuyển đến ngày trong trường của lịch
И у поля с именем "%1 ИмяПоля" я перехожу к дате "%2 08.04.1981"	Делает переход к дате в поля календаря	Và trong trường có tên gọi "%1 TênTrường" tôi chuyển sang ngày "%2 08.04.1981"	Chuyển đến ngày trong trường của lịch
